-0.13,-9.83,-0.85,1.18,0.70,-1.31
-0.00,-9.83,-0.69,1.27,0.54,-1.15
-0.03,-9.79,-0.89,1.32,0.61,-1.25
-0.01,-9.82,-0.78,1.19,0.53,-1.24
-0.10,-9.87,-0.64,1.26,0.53,-1.21
-0.02,-9.82,-0.77,1.22,0.60,-1.01
0.15,-9.95,-0.89,1.21,0.40,-1.19
-0.04,-9.84,-0.83,1.34,0.40,-1.08
-0.03,-9.79,-0.68,1.29,0.85,-1.16
-0.04,-9.95,-0.83,1.21,0.79,-1.18
0.02,-9.84,-0.75,1.29,0.45,-1.26
-0.00,-9.95,-0.85,1.29,0.89,-1.21
-0.00,-9.82,-0.73,1.20,0.15,-1.27
-0.05,-9.84,-0.88,1.17,-1.02,-1.23
0.00,-9.67,-0.70,1.16,-2.21,-1.21
-0.03,-9.77,-0.73,1.13,-3.45,-1.11
-0.07,-9.79,-0.62,1.20,-4.91,-1.21
-0.07,-9.95,-0.73,1.04,-6.55,-1.18
-0.02,-9.89,-0.68,0.89,-8.67,-1.13
-0.08,-9.79,-0.58,0.80,-10.82,-1.21
-0.08,-9.79,-0.74,0.81,-12.15,-0.98
-0.04,-9.92,-0.63,0.80,-13.10,-1.01
-0.04,-9.95,-0.74,0.70,-12.92,-1.19
0.13,-9.73,-0.71,0.89,-12.69,-1.12
-0.06,-9.83,-0.62,0.69,-13.14,-1.05
-0.08,-9.82,-0.71,0.63,-13.92,-1.11
-0.04,-9.88,-0.70,0.82,-14.40,-0.99
-0.07,-9.85,-0.77,0.82,-14.35,-1.04
-0.07,-9.80,-0.68,0.83,-14.58,-1.16
-0.03,-9.95,-0.91,0.76,-15.10,-1.04
0.14,-9.79,-0.81,0.70,-13.97,-1.01
0.12,-9.81,-0.84,0.76,-12.36,-0.95
-0.01,-9.66,-0.72,0.85,-10.63,-1.21
-0.06,-9.82,-0.74,0.67,-10.98,-1.18
-0.08,-9.94,-0.69,0.80,-11.73,-1.27
-0.04,-9.81,-0.77,0.73,-12.73,-1.05
0.00,-9.85,-0.68,0.71,-13.99,-1.05
-0.06,-9.83,-0.76,0.52,-16.18,-1.00
0.00,-9.83,-0.71,0.69,-17.74,-1.04
-0.04,-9.86,-0.75,0.45,-17.85,-1.07
-0.02,-9.77,-0.74,0.40,-17.63,-1.00
-0.07,-9.68,-0.83,0.61,-17.62,-1.10
-0.02,-9.81,-0.79,0.58,-17.38,-1.01
0.01,-9.79,-0.78,0.56,-18.00,-1.02
-0.07,-9.94,-0.85,0.59,-18.36,-1.07
-0.03,-9.81,-0.86,0.42,-17.90,-0.85
0.03,-9.89,-0.66,0.68,-17.24,-0.97
-0.06,-9.82,-0.71,0.62,-17.51,-1.13
