0.05,-9.96,-0.73,1.27,0.44,-1.08
0.03,-9.82,-0.78,1.27,0.36,-1.20
0.02,-9.95,-0.77,1.24,0.50,-1.44
-0.04,-9.86,-0.80,1.27,0.50,-1.13
0.01,-9.82,-0.79,1.10,0.36,-1.21
-0.02,-9.84,-0.63,1.26,0.47,-1.23
-0.05,-9.96,-0.75,1.27,0.50,-1.24
-0.04,-9.83,-0.69,1.31,0.44,-1.18
-0.02,-9.86,-0.84,1.24,0.40,-1.21
-0.15,-9.83,-0.84,1.24,0.53,-1.11
-0.04,-9.85,-0.73,1.25,-0.16,-1.11
-0.15,-9.69,-0.25,1.11,-7.05,-1.15
-0.25,-9.80,-0.05,0.44,-19.55,-1.08
-0.47,-9.79,0.32,-0.46,-41.92,-0.76
-0.48,-9.78,-0.22,-0.87,-58.98,-0.65
-0.47,-9.95,0.14,-1.42,-67.19,-0.50
-0.20,-9.73,-1.61,-1.17,-60.14,-0.47
-0.44,-9.78,-0.67,-0.44,-54.38,-0.56
-0.17,-9.84,-0.96,-0.95,-50.98,-0.72
-0.19,-9.84,-0.96,-0.58,-47.54,-0.61
-0.41,-9.81,-0.37,-0.40,-51.01,-0.48
-0.31,-9.71,-0.79,-0.91,-53.95,-0.65
-0.38,-9.79,-0.98,-0.92,-51.22,-0.60
-0.14,-9.71,-1.55,-0.02,-45.81,-0.78
0.06,-9.85,-1.55,0.20,-29.00,-1.08
0.04,-9.84,-1.30,0.30,-20.56,-1.06
0.02,-9.96,-1.07,0.58,-14.21,-0.99
-0.15,-9.82,-0.66,0.70,-11.27,-0.98
-0.01,-9.83,-0.84,0.92,-10.33,-1.02
0.00,-9.87,-0.89,0.89,-8.16,-1.25
-0.12,-9.80,-0.79,0.94,-7.37,-1.09
0.07,-9.82,-0.90,1.02,-8.24,-1.18
-0.07,-9.82,-0.78,0.82,-9.97,-1.05
-0.15,-9.77,-0.90,0.76,-12.19,-1.03
-0.03,-9.80,-0.62,0.72,-12.42,-1.02
-0.15,-9.72,-0.64,0.85,-11.58,-1.05
0.01,-9.84,-1.07,0.94,-10.08,-1.01
0.02,-9.69,-0.93,0.75,-8.63,-1.16
-0.12,-9.89,-0.79,0.88,-8.40,-1.11
-0.08,-9.81,-0.75,1.07,-8.60,-1.17
-0.02,-9.93,-0.70,0.85,-9.72,-1.15
-0.27,-9.40,-3.70,-0.85,0.43,-0.80
-0.45,-9.94,-1.24,2.58,0.72,-1.12
-0.13,-9.83,-0.76,1.47,-6.90,-0.63
-0.33,-9.93,-0.92,1.31,6.70,-1.27
-0.07,-10.10,-0.11,0.16,-2.47,-1.23
-0.12,-9.83,-0.79,1.66,5.51,-1.19
-0.10,-9.58,-0.62,-4.92,-1.08,-0.94
-0.08,-9.86,-0.48,1.44,2.98,-1.32
0.08,-9.87,-0.83,1.64,-1.62,-1.09
-0.07,-9.77,-0.41,1.11,1.34,-1.23
-0.14,-9.85,-1.07,1.36,0.76,-1.15
-0.08,-9.83,-0.55,1.21,-0.15,-1.33
0.07,-9.81,-0.99,1.19,2.41,-1.30
-0.01,-9.67,-0.69,1.34,-0.37,-1.16
0.11,-9.84,-0.87,1.13,0.00,-1.31
-0.03,-9.84,-0.55,1.27,-0.71,-1.04
0.04,-9.85,-0.64,1.27,1.66,-1.15
0.03,-9.87,-0.88,1.31,-0.31,-1.27
-0.06,-9.80,-0.69,1.21,1.23,-1.31
0.04,-9.84,-0.91,1.17,0.53,-1.15
-0.03,-9.96,-0.68,1.06,0.12,-1.37
-0.10,-9.80,-0.83,1.19,1.31,-1.15
0.15,-9.79,-0.72,1.31,-0.14,-1.08
