-0.03,-9.81,-0.71,1.19,0.69,-1.20
-0.03,-9.69,-0.62,1.34,0.65,-1.32
0.06,-9.84,-0.78,1.29,0.68,-1.28
0.03,-9.87,-0.83,1.19,0.66,-1.26
-0.11,-9.86,-0.80,1.41,0.75,-1.27
-0.03,-9.84,-0.73,1.32,0.50,-1.19
-0.07,-9.84,-0.89,1.34,0.69,-1.34
-0.09,-9.84,-0.75,1.44,0.89,-1.21
0.09,-9.79,-0.74,1.25,0.58,-1.25
0.02,-9.79,-0.73,1.22,0.47,-1.11
0.14,-9.84,-0.90,1.32,1.00,-1.22
0.11,-9.84,-0.86,1.42,1.64,-1.18
0.01,-9.88,-0.83,1.34,3.76,-1.13
-0.09,-9.81,-0.77,1.56,6.45,-1.36
0.05,-9.85,-0.83,1.43,9.09,-1.29
-0.10,-9.87,-0.83,1.66,10.73,-1.60
0.01,-9.79,-0.81,1.61,11.53,-1.34
-0.14,-9.81,-0.88,1.83,12.76,-1.39
-0.00,-9.93,-0.94,1.88,14.11,-1.29
-0.06,-9.69,-0.81,1.90,13.69,-1.42
-0.01,-9.66,-0.84,1.95,17.31,-1.33
-0.02,-9.81,-0.81,1.97,19.34,-1.25
0.14,-9.82,-0.93,2.15,21.47,-1.35
0.01,-9.86,-0.78,2.27,22.95,-1.42
-0.03,-9.84,-0.85,2.25,24.05,-1.41
-0.02,-9.81,-0.86,2.18,25.55,-1.52
-0.04,-9.91,-0.91,2.21,27.00,-1.53
-0.04,-9.66,-0.75,2.42,27.34,-1.40
-0.07,-9.79,-0.87,2.33,26.89,-1.48
-0.02,-9.95,-0.63,2.41,26.54,-1.40
-0.11,-9.81,-0.64,2.34,26.02,-1.35
-0.06,-9.81,-0.79,2.27,23.47,-1.27
-0.14,-9.68,-0.72,2.27,24.66,-1.65
-0.10,-9.83,-0.88,2.21,24.08,-1.40
-0.06,-9.81,-0.73,2.08,23.51,-1.40
-0.07,-9.94,-0.89,2.22,24.02,-1.27
-0.02,-9.81,-0.96,2.37,26.02,-1.40
-0.07,-9.79,-0.88,2.31,28.83,-1.40
-0.12,-9.83,-0.76,2.40,27.73,-1.56
-0.08,-9.83,-0.62,2.19,25.11,-1.48
-0.00,-9.82,-0.79,2.07,23.54,-1.44
-0.11,-9.82,-0.66,2.10,22.90,-1.40
-0.05,-9.66,-0.69,2.25,22.87,-1.27
-0.06,-9.94,-0.77,2.23,23.47,-1.34
-0.09,-9.85,-0.89,2.15,24.37,-1.32
-0.07,-9.94,-0.62,2.15,23.55,-1.40
-0.03,-9.83,-0.62,2.08,21.59,-1.36
-0.05,-9.77,-0.74,1.90,20.01,-1.45
-0.09,-9.88,-0.72,1.95,17.45,-1.21
-0.04,-9.83,-0.74,1.77,15.73,-1.31
-0.09,-9.80,-0.67,1.72,14.09,-1.52
-0.02,-9.89,-0.67,1.69,12.11,-1.31
-0.05,-9.85,-0.68,1.82,7.83,-1.14
-0.08,-9.83,-0.73,1.53,8.05,-1.30
-0.08,-9.72,-0.70,1.54,6.18,-1.37
-0.09,-9.66,-0.69,1.58,4.69,-1.20
-0.03,-9.68,-0.73,1.37,3.17,-1.20
-0.02,-9.86,-0.74,1.18,1.76,-1.20
-0.15,-9.87,-0.74,1.31,1.00,-1.19
-0.01,-9.70,-0.75,1.22,0.84,-1.14
-0.03,-9.82,-0.78,1.33,0.75,-1.15
-0.02,-9.87,-0.73,1.44,0.49,-1.23
-0.05,-9.77,-0.84,1.26,0.64,-1.10
-0.01,-9.83,-0.86,1.39,0.55,-1.08
-0.04,-9.81,-0.88,1.26,0.27,-1.15
0.12,-9.95,-0.87,1.19,-0.14,-1.10
0.15,-9.78,-0.87,1.17,0.22,-1.11
0.13,-9.86,-0.87,1.51,1.02,-1.29
-0.04,-9.85,-0.80,1.23,1.05,-1.22
-0.01,-9.83,-0.76,1.15,0.29,-1.08
-0.06,-9.81,-0.69,1.25,0.24,-1.21
-0.08,-9.83,-0.86,1.24,0.84,-1.19
-0.01,-9.66,-0.64,1.15,0.88,-1.26
0.15,-9.78,-0.86,1.27,0.42,-1.15
-0.13,-9.95,-0.90,1.21,0.55,-1.21
0.02,-9.79,-0.65,1.35,0.74,-1.21
0.00,-9.80,-0.70,1.12,0.57,-1.10
0.13,-9.84,-0.68,1.27,0.54,-0.96
-0.13,-9.84,-0.77,1.36,0.53,-1.11
-0.04,-9.80,-0.91,1.26,0.55,-1.11
0.13,-9.84,-0.73,1.46,0.66,-1.28
-0.05,-9.84,-0.68,1.34,0.50,-1.18
-0.05,-9.84,-0.76,1.26,0.60,-1.19
-0.06,-9.82,-0.78,1.24,0.66,-1.15
-0.04,-9.84,-0.89,1.25,0.73,-1.17
-0.15,-9.84,-0.88,1.25,0.69,-1.27
-0.01,-9.86,-0.64,1.28,0.29,-1.37
0.15,-9.84,-0.81,1.34,0.66,-1.25
0.00,-9.88,-0.77,1.27,0.71,-1.18
-0.02,-9.70,-0.74,1.18,0.68,-1.28
-0.14,-9.86,-0.92,1.18,0.68,-1.13
-0.03,-9.70,-0.77,1.31,0.77,-1.04
-0.04,-9.83,-0.69,1.28,0.61,-1.08
-0.09,-9.82,-0.70,1.18,0.38,-1.17
-0.03,-9.80,-0.65,1.34,0.36,-1.13
