0.00,-9.68,-0.73,1.16,0.56,-1.38
-0.06,-9.79,-0.77,1.26,0.60,-1.21
-0.02,-9.83,-0.70,1.40,0.43,-1.29
-0.05,-9.85,-0.78,1.19,0.74,-1.24
0.00,-9.82,-0.84,1.35,0.64,-1.21
0.05,-9.82,-0.77,1.39,0.76,-1.15
-0.03,-9.87,-0.77,1.35,0.53,-1.27
-0.04,-9.69,-0.73,1.35,0.63,-1.24
-0.14,-9.83,-0.83,1.31,0.71,-1.15
0.04,-9.81,-0.76,1.29,0.52,-1.24
-0.03,-9.85,-0.73,1.17,0.57,-1.11
0.14,-9.83,-0.77,1.35,0.87,-1.13
0.00,-9.79,-0.72,1.37,0.50,-1.19
0.03,-9.81,-0.90,1.25,1.07,-1.20
0.00,-9.86,-0.84,1.23,0.27,-1.16
0.02,-9.84,-0.65,1.27,0.91,-1.11
0.06,-9.82,-1.06,1.28,2.57,-1.25
0.25,-9.85,-1.32,1.66,11.31,-1.40
0.12,-9.95,-1.21,2.05,21.00,-1.53
0.02,-9.87,-1.37,2.43,30.69,-1.57
0.04,-9.84,-1.30,2.95,41.32,-1.63
-0.09,-9.82,-1.08,3.31,50.69,-1.59
-0.25,-9.70,-1.02,3.51,55.58,-1.72
-0.34,-9.79,-0.74,3.44,56.43,-1.80
-0.36,-9.68,-0.59,3.24,51.49,-1.71
-0.29,-9.68,-0.57,3.08,44.65,-1.56
-0.19,-9.82,-0.75,2.75,39.66,-1.73
-0.15,-9.81,-0.56,2.76,34.92,-1.63
-0.19,-9.86,-0.46,2.23,26.49,-1.63
-0.02,-9.83,-0.46,2.02,19.06,-1.34
-0.05,-9.84,-0.68,3.85,18.02,-1.30
-0.12,-9.86,-0.95,1.92,18.79,-1.49
-0.03,-9.85,-0.86,2.13,21.00,-1.22
-0.06,-9.66,-0.78,2.17,22.82,-1.45
-0.01,-9.79,-0.85,2.17,23.66,-1.50
-0.12,-9.83,-0.65,2.28,23.58,-1.47
-0.13,-9.94,-0.73,2.07,21.14,-1.56
-0.11,-9.84,-0.61,2.02,17.62,-1.43
-0.07,-9.95,-0.74,2.03,15.08,-1.39
-0.04,-9.83,-0.76,1.81,13.85,-1.34
-0.08,-9.84,-0.76,1.69,13.24,-1.28
-0.11,-9.79,-0.73,1.78,12.48,-1.21
-0.02,-9.81,-0.73,1.72,11.77,-1.32
-0.00,-9.89,-0.89,1.63,10.98,-1.34
-0.05,-9.81,-0.80,1.77,11.11,-1.40
-0.02,-9.83,-0.89,1.65,12.34,-1.18
-0.02,-9.83,-0.88,1.73,11.95,-1.40
-0.08,-9.66,-0.77,1.75,11.69,-1.11
-0.06,-9.85,-0.67,1.69,10.89,-1.37
-0.12,-9.84,-0.67,1.63,9.37,-1.31
-0.03,-9.80,-0.67,1.45,7.82,-1.31
-0.06,-9.91,-0.82,1.37,6.79,-1.16
-0.05,-9.84,-0.65,1.47,5.61,-1.38
-0.06,-9.87,-0.91,1.39,4.79,-1.33
-0.15,-9.85,-0.75,1.47,3.79,-1.35
-0.05,-9.81,-0.64,1.27,2.85,-1.05
-0.04,-9.94,-0.73,1.33,1.27,-1.27
-0.03,-9.89,-0.88,1.24,-0.40,-1.24
-0.03,-9.85,-0.85,1.15,-0.24,-1.18
0.07,-9.82,-0.81,1.31,-0.18,-1.14
-0.01,-9.82,-0.80,1.08,-0.08,-1.23
0.03,-9.86,-0.74,1.28,-1.95,-1.15
-0.05,-9.96,-0.76,1.11,-0.08,-1.38
-0.04,-9.84,-0.79,1.40,0.29,-1.16
-0.04,-9.83,-0.81,1.23,0.86,-1.34
0.03,-9.95,-0.68,1.23,1.10,-1.45
0.14,-9.84,-0.66,1.27,0.47,-1.08
-0.03,-9.67,-0.84,1.29,0.34,-1.20
