0.05,-9.88,-0.80,1.28,0.60,-1.29
-0.04,-9.84,-0.76,1.32,0.53,-1.21
-0.03,-9.78,-0.79,1.36,0.58,-1.16
-0.05,-9.87,-0.78,1.24,0.68,-1.18
-0.02,-9.96,-0.76,1.20,0.60,-1.27
0.12,-9.83,-0.89,1.21,0.60,-1.22
0.04,-9.67,-0.63,1.34,0.69,-1.04
-0.11,-9.84,-0.79,1.17,0.54,-1.19
0.14,-9.83,-0.84,1.21,0.64,-1.18
-0.03,-9.68,-0.92,1.37,0.52,-1.23
-0.05,-9.81,-0.73,1.27,0.74,-1.26
-0.00,-9.85,-0.72,1.27,0.51,-1.04
-0.01,-9.96,-0.78,1.32,0.60,-1.22
0.00,-9.80,-0.74,1.24,0.66,-1.07
-0.02,-9.83,-0.79,1.34,1.05,-1.13
0.01,-9.67,-0.95,1.37,1.60,-1.34
0.41,-9.95,-1.62,1.79,9.78,-1.40
0.12,-9.83,-2.30,2.51,36.75,-1.63
-0.01,-9.84,-1.92,3.70,63.28,-1.85
-0.42,-9.79,-1.55,4.39,82.32,-1.86
-0.74,-9.66,-0.82,4.63,86.99,-2.12
-0.77,-9.80,-0.19,4.32,77.66,-1.85
-0.46,-9.66,-0.30,3.79,63.25,-1.90
-0.36,-9.92,-0.61,3.37,51.54,-1.79
-0.26,-9.80,-0.62,3.02,46.19,-1.55
-0.22,-9.80,-0.63,3.02,43.08,-1.66
-0.21,-9.94,-0.52,2.85,39.18,-1.60
-0.18,-9.82,-0.46,2.76,34.44,-1.39
-0.18,-9.84,-0.16,2.34,26.18,-1.53
-0.09,-9.95,-0.54,2.14,20.02,-1.24
-0.03,-9.84,-0.79,2.06,18.62,-1.31
-0.08,-9.81,-0.87,0.05,19.74,-1.42
-0.02,-9.68,-0.82,2.04,20.47,-1.40
-0.07,-9.87,-0.77,1.96,20.84,-1.40
-0.11,-9.91,-0.78,2.13,20.36,-1.24
-0.09,-9.86,-0.57,3.85,18.18,-1.28
-0.07,-9.87,-0.53,1.71,14.45,-1.24
-0.08,-9.90,-0.70,1.59,9.96,-1.19
-0.10,-9.83,-0.60,1.56,6.62,-1.17
-0.01,-9.94,-0.69,1.49,4.34,-1.18
-0.04,-9.78,-0.69,1.37,3.60,-1.29
-0.01,-9.84,-0.89,1.21,2.15,-1.27
-0.02,-9.79,-0.83,1.42,1.82,-1.27
-0.03,-9.78,-0.71,1.33,0.59,-1.27
-0.01,-9.87,-0.91,1.29,-0.69,-1.15
-0.01,-9.89,-0.66,1.32,-0.43,-1.17
0.02,-9.81,-0.80,1.22,1.08,-1.22
-0.05,-9.80,-0.65,1.32,1.46,-1.08
-0.01,-9.83,-0.82,1.27,0.47,-1.25
-0.03,-9.83,-0.71,1.34,-0.08,-1.29
-0.08,-9.87,-0.81,1.15,0.50,-1.20
0.02,-9.95,-0.75,1.40,0.79,-1.08
-0.01,-9.81,-0.91,1.24,0.93,-1.24
0.00,-9.77,-0.65,1.07,0.37,-1.27
-0.15,-9.78,-0.80,1.40,0.63,-1.16
