-0.04,-9.85,-0.78,1.26,0.56,-1.09
-0.12,-9.96,-0.83,1.19,0.65,-1.21
0.06,-9.84,-0.83,1.21,0.45,-1.13
-0.00,-9.84,-0.78,1.34,0.62,-1.21
-0.07,-9.82,-0.86,1.28,0.60,-1.24
-0.15,-9.82,-0.70,1.30,0.42,-1.32
-0.02,-9.67,-0.82,1.31,0.50,-1.08
-0.04,-9.68,-0.82,1.27,0.66,-1.27
-0.02,-9.83,-0.77,1.28,0.55,-1.24
0.00,-9.96,-0.64,1.25,0.47,-1.15
0.09,-9.77,-0.90,1.29,0.66,-1.17
-0.06,-9.88,-0.78,1.29,0.63,-1.18
0.05,-9.87,-0.84,1.30,0.57,-1.21
-0.13,-9.82,-0.79,1.34,0.56,-0.98
0.10,-9.86,-0.74,1.38,0.61,-1.08
-0.01,-9.74,-0.81,1.30,0.66,-1.27
-0.15,-9.79,-0.91,1.48,0.77,-1.21
-0.03,-9.83,-0.84,1.24,0.60,-1.10
-0.06,-9.83,-0.88,1.30,0.58,-1.27
-0.06,-9.72,-0.78,1.33,0.55,-1.27
-0.11,-9.85,-0.76,1.34,0.56,-1.34
-0.04,-9.84,-0.88,1.24,0.65,-1.25
-0.02,-9.83,-0.68,1.13,0.68,-1.18
-0.01,-9.87,-0.68,1.32,0.60,-1.17
0.01,-9.82,-0.85,1.37,0.62,-1.30
0.01,-9.71,-0.72,1.43,0.47,-1.12
0.00,-9.84,-0.89,1.34,0.58,-1.15
-0.15,-9.80,-0.65,1.30,0.52,-1.09
-0.04,-9.83,-0.91,1.11,0.69,-1.34
-0.06,-9.80,-0.84,1.24,0.47,-1.14
-0.00,-9.81,-0.81,1.36,0.66,-1.35
-0.09,-9.86,-0.74,1.35,0.45,-1.41
-0.03,-9.82,-0.68,1.25,0.64,-1.11
-0.04,-9.95,-0.70,1.31,0.79,-1.21
0.14,-9.85,-0.78,1.34,0.58,-1.22
-0.01,-9.89,-0.76,1.24,0.59,-1.15
0.02,-9.83,-0.75,1.24,0.66,-1.33
-0.13,-9.89,-0.81,1.37,0.58,-1.29
-0.05,-9.87,-0.78,1.19,0.42,-1.19
-0.04,-9.79,-0.92,1.25,0.62,-1.24
-0.03,-9.83,-0.90,1.37,0.64,-1.18
0.10,-9.66,-0.73,1.29,0.57,-1.20
-0.04,-9.86,-0.63,1.34,0.75,-1.37
-0.03,-9.95,-0.82,1.20,0.65,-1.31
-0.03,-9.83,-0.89,1.27,0.54,-1.34
0.03,-9.83,-0.74,1.32,0.62,-1.23
-0.14,-9.96,-0.74,1.22,0.57,-1.26
-0.00,-9.85,-0.89,1.16,0.65,-1.19
-0.01,-9.67,-0.88,1.37,0.55,-1.31
-0.00,-9.66,-0.80,1.47,0.58,-1.17
-0.05,-9.86,-0.84,1.24,0.51,-1.11
0.05,-9.83,-0.90,1.25,0.53,-1.10
-0.11,-9.80,-0.80,1.21,0.70,-1.17
-0.13,-9.79,-0.71,1.24,0.53,-1.23
-0.03,-9.66,-0.80,1.27,0.67,-1.34
-0.03,-9.89,-0.73,1.15,0.61,-1.18
-0.02,-9.81,-0.85,1.34,0.59,-1.25
-0.03,-9.86,-0.79,1.24,0.62,-1.23
-0.11,-9.88,-0.79,1.20,0.64,-1.16
0.09,-9.83,-0.82,1.26,0.73,-1.09
0.01,-9.82,-0.89,1.27,0.63,-1.09
0.01,-9.82,-0.87,1.15,0.63,-1.27
-0.01,-9.84,-0.82,1.23,0.71,-1.18
0.09,-9.83,-0.90,1.18,0.46,-1.27
-0.04,-9.83,-0.84,1.25,0.62,-1.08
0.10,-9.80,-0.76,1.19,0.56,-1.27
-0.13,-9.82,-0.87,1.32,0.66,-1.14
-0.02,-9.81,-0.72,1.31,0.74,-1.21
0.05,-9.84,-0.87,1.31,0.66,-1.23
-0.04,-9.78,-0.65,1.34,0.66,-1.27
0.00,-9.85,-0.82,1.15,0.55,-1.24
0.00,-9.84,-0.78,1.27,0.66,-1.25
-0.04,-9.81,-0.80,1.36,0.58,-1.25
-0.02,-9.95,-0.74,1.34,0.66,-1.16
0.04,-9.82,-0.67,1.26,0.39,-1.15
-0.04,-9.96,-0.78,1.24,0.57,-1.17
-0.04,-9.84,-0.71,1.37,0.48,-1.15
-0.04,-9.85,-0.71,1.43,0.66,-1.27
0.02,-9.83,-0.77,1.23,0.65,-1.18
0.05,-9.84,-0.65,1.22,0.56,-1.16
-0.02,-9.84,-0.72,1.21,0.63,-1.15
-0.02,-9.79,-0.68,1.21,0.63,-1.37
0.15,-9.82,-0.78,1.11,0.63,-1.23
-0.04,-9.84,-0.78,1.34,0.63,-1.25
-0.14,-9.84,-0.69,1.30,0.57,-1.18
-0.01,-9.81,-0.77,1.28,0.56,-1.22
0.14,-9.84,-0.62,1.24,0.60,-1.09
0.15,-9.95,-0.80,1.24,0.67,-1.11
-0.07,-9.87,-0.74,1.18,0.64,-1.18
0.13,-9.84,-0.88,1.11,0.71,-1.18
0.02,-9.82,-0.82,1.36,0.59,-1.22
0.01,-9.70,-0.83,1.34,0.57,-1.21
-0.00,-9.82,-0.92,1.27,0.69,-1.25
0.02,-9.85,-0.83,1.28,0.72,-1.15
0.03,-9.95,-0.88,1.24,0.58,-1.22
-0.01,-9.88,-0.89,1.39,0.52,-1.36
-0.00,-9.86,-0.84,1.34,0.62,-1.35
0.11,-9.84,-0.89,1.27,0.58,-1.21
0.03,-9.95,-0.79,1.18,0.61,-1.06
0.15,-9.93,-0.77,1.18,0.59,-1.39
0.05,-9.85,-0.77,1.34,0.56,-1.14
0.03,-9.69,-0.74,1.37,0.81,-1.19
-0.14,-9.83,-0.82,1.24,0.60,-1.24
-0.04,-9.81,-0.63,1.32,0.60,-1.24
-0.03,-9.78,-0.75,1.24,0.55,-1.24
0.04,-9.90,-0.70,1.39,0.56,-1.25
-0.03,-9.95,-0.90,1.32,0.49,-1.21
-0.03,-9.96,-0.82,1.32,0.64,-1.33
-0.01,-9.85,-0.91,1.24,0.59,-1.15
0.01,-9.84,-0.71,1.18,0.52,-1.07
-0.05,-9.83,-0.63,1.28,0.73,-1.12
0.04,-9.85,-0.76,1.38,0.62,-1.15
0.11,-9.86,-0.78,1.17,0.58,-1.27
-0.15,-9.69,-0.74,1.34,0.59,-1.12
-0.05,-9.80,-0.78,1.29,0.61,-1.25
0.01,-9.85,-0.80,1.25,0.70,-1.21
-0.03,-9.81,-0.62,1.40,0.76,-1.20
0.05,-9.84,-0.74,1.10,0.60,-1.05
-0.09,-9.81,-0.89,1.18,0.68,-1.26
0.00,-9.67,-0.75,1.36,0.62,-1.18
-0.11,-9.66,-0.78,1.30,0.61,-1.32
-0.13,-9.87,-0.91,1.34,0.69,-1.20
0.01,-9.81,-0.70,1.33,0.46,-1.15
-0.03,-9.84,-0.76,1.27,0.53,-1.24
0.11,-9.83,-0.90,1.25,0.56,-1.34
-0.01,-9.85,-0.79,1.31,0.73,-1.24
0.14,-9.83,-0.77,1.08,0.50,-1.20
0.02,-9.82,-0.71,1.16,0.44,-1.24
-0.03,-9.86,-0.72,1.27,0.73,-1.26
-0.05,-9.88,-0.81,1.19,0.63,-1.31
0.00,-9.78,-0.82,1.22,0.53,-1.18
0.04,-9.96,-0.71,1.15,0.68,-1.12
-0.05,-9.88,-0.63,1.37,0.46,-1.26
-0.02,-9.83,-0.85,1.31,0.46,-1.16
0.02,-9.82,-0.88,1.21,0.53,-1.21
